context	label	split
As a consequence, a large number of empirical potentials have been proposed, including the valence force field (VFF) model, the Stillinger-Weber potential, <CITED HERE> the Tersoff potential, BIBREF1 and the Brenner potential, BIBREF2 etc.	not used	train
As a matter of illustration, one can choose the Lennard-Jones-like potential INLINEFORM5 and the Tersoff term INLINEFORM6 <CITED HERE> INLINEFORM7	not used	test
As a model material, we choose the binary glass former Cu INLINEFORM0 Zr INLINEFORM1 , which is well described by EAM potentials <CITED HERE> .	used	train
As a model system we chose face-centered cubic copper with atomic interactions described by an embedded-atom potential. <CITED HERE>	used	train
As a result, ReaxFF has shown its ability to successively study chemical, physical and mechanical properties of a wide range of complex materials such as hydrocarbon, 10 high energy materials <CITED HERE> and metal/transition-metal systems.	not used	val
As a result, a shell model potential for each ion connected via a spring [33] <CITED HERE> [35] needs to be employed to handle the polarization of the oxygen ions.	not used	train
As a result, we have employed optimized Stillinger-Weber potential which is recently reparametrized by Zhang et al. <CITED HERE> which can precisely reproduce the buckled structure of silicene and the phonon dispersion computed from ab initio.	used	train
As a summary, we used a semi-empirical method which is validated by the comparison with ab initio computations or Density Functional Theory computations, but which is infinitely faster due to the very small number of parameters which are necessary (Verhaegen, 1968; Andre, 1971; Leleyter, 1975; Wang, 1987; <CITED HERE> de Souza Martins, 2014) .	not used	train
As a typical peritectic alloy system, Ni-Zr binary alloy system has aroused particular interests due to its good glass forming ability in a wide compositional range [13] [14] [15] as well as its abundant intermetallic compounds [16] <CITED HERE> [18] .	not used	train
As described above, SW potentials are fully defined by seven parameters ε, σ, a, A, B, λ, and γ for each atomic pair <CITED HERE> .	extended	train
As different potentials can show different defect structures [27], selected simulations were performed and analyzed using the Fe potentials 'Mendelev-II' [28] and 'Chamati' <CITED HERE> .	used	train
As expected, good agreement in the ISF energy INLINEFORM3 is obtained between the Mishin et al. <CITED HERE> potential (44.5 mJ/m INLINEFORM4 ) and experiments (45.0 mJ/m INLINEFORM5 ) BIBREF33 .	used	train
As expected, the γ s f values calculated in Xe turn out to be extremely small as compared to those obtained in other hcp crystals where the interactions between atoms are much stronger (e.g., γ s f ∼ 100 mJ/m 2 in Zr [12, <CITED HERE> 28] ).	not used	val
As found in previous calculations [14] [15] <CITED HERE> [17] and deduced from experimental measurements [18] , the current results show that the dominant point defect for Ni-rich concentrations is Ni Al , while for Ni-rich compositions it is Vac Ni .	not used	train
As generally reported, slip-twin interaction is responsible for the plastic deformation, which also leads to a general strain hardening behavior in NT nanowires with orientation angle of 0 • [23, <CITED HERE> .	not used	test
As mentioned in the previous section, NPT ensemble simulations with <CITED HERE> 333.9 Aryanpour et al. [26] 359.4 Singh et al. [27] 409.6 Fig. 3 .	not used	test
As preliminary tests, the different potentials were already benchmarked against our existing DFT results of knock-on damage on a single silicon dopant in graphene, and it was found that the screened Brenner potential based on the parameterization by Erhart and Albe <CITED HERE> gives a very good description.	used	train
As pressure increases, beyond the phase transition pressure t P , the Gibbs free energy for B1 system becomes more negative than that of B3 phase, so B1 will be more stable.( m Z , b, , ( ) f r )Deduced With the above deduced material parameters, we have computed cohesive energy per particle as 6.301 eV for SiC which is consistent with earlier experimental value of 6.34 eV [35] , ab initio density functional calculations (7.41 eV) [36] , and molecular dynamics (6.34 eV) for SiC <CITED HERE> 16] .	not used	train
As seen in the schematic in Figure 10 , the relocation of the atoms in the shear transformation requires bond breaking and re-forming, so the formation of dangling bonds and weakening of the rigid covalent bonds would be a particularly important pre-requisite for bond Here, the SW a-Si model [37, <CITED HERE> is used to illustrate our point of view.	used	train
As the Tersoff potential takes the effects of bond angle and covalent bonds into account and has been shown to be particularly feasible in describing those with a diamond lattice structure such as carbon, silicon, and germanium, therefore, it is applied in the current simulation to describe the interaction between silicon atoms in the specimen [16] <CITED HERE> [18] .	used	train
As the twin energy depends on the choice of the interatomic potential, we have also used other potentials, including the EAM potential of Sun et al. <CITED HERE> , MEAM potential of Kim et al. BIBREF37 as well as an ab inito electronic structure method MacroDFT BIBREF38 , BIBREF39 .	used	train
At odds with the BO potential, the N-body Finnis-Sinclair central force potential <CITED HERE> that they used for comparison, favored the basal spreading (by about 25 meV/Å).	not used	train
At present, the force field has been applied to oxidization of hydrocarbon compounds <CITED HERE> , polymer system [12] [13] [14] , high-energy materials system for the manufacture of explosives and fuel [15] [16] [17] , metal oxide system and transition metal catalyst system [18, 19] .	not used	train
At the same time, we do find it essential to perform the experiments on partially oxidized graphene because the appearance of a bandgap Eg ca. 1 eV [30, 31, 32] considerably increases carriers lifetime up to τ ≈ 10 −8 s [33, 34] properties of graphene up to the surface coverage of ≈ 0.9 <CITED HERE> .	not used	train
At these minima, the symmetric and positive definite strain matrices in the geometrically nonlinear theory are 11 Kg/m/s 2 to obtain elastic constants of the correct order of magnitude for martensitic systems [2, 12, 26, <CITED HERE> .	not used	val
Atomic fluctuations were studied using the root-mean square fluctuations (RMSF) analysis <CITED HERE> .	used	train
Atomic interactions are described by the embedded-atom-method (EAM) which has been widely used for the Al-Cu metallic system <CITED HERE>.	used	train
Atomic interactions are modeled by embedded atom method (EAM) potentials with parameters given by Mendelev et al. <CITED HERE> 30 .	used	train
Atomic interactions were modeled using embedded-atom method (EAM) potentials fit to experimental and first-principle data for Cu and Al <CITED HERE> , BIBREF51 .	used	val
Atomistic simulations have therefore become increasingly popular for studying crack tip deformation mechanisms and their implications for ductility [16] , both in quasi-static [17] [18] [19] [20] and dynamic [21] <CITED HERE> [23] [24] conditions.	not used	train
Atomistic simulations of Pt-Au system confirmed the GB spinodal phase transition for bulk compositions well below the bulk spinodal range <CITED HERE> which is consistent with the current predictions.	not used	test
Atomistic simulations were performed with the Large-scale Atomic/Molecular Massively Parallel Simulator (LAMMPS) software [36] using many-body interatomic potentials for binary systems Ni-Fe <CITED HERE> , Cu-Zr [38] , Ni-Al [39] , Al-Zr [40] , Al-Cu [40] , and for ternary Al-Cu-Zr [40] .	used	test
Au_Olsson_JAP2010.eam.alloy <CITED HERE> was fitted exactly to the second order elastic constants at 0 K and by evaluating the third order elastic constants, it is revealed that it predicts results in reasonable agreement with experimental as well as ab initio.	used	train
BIBREF0 mentioned the meaning of INLINEFORM3 by setting INLINEFORM4 as 3: the effect of atoms to each other is different with respect to a relative pair length <CITED HERE> .	extended	train
BIBREF18 offered the modified version of the Tersoff potential (Tersoff-MOD) and successfully produces a melting temperature that is almost equal to the experimental result with this potential <CITED HERE> .	not used	test
Bai et al. [130] also performed MD simulations of molten Si confined in a slit pore using the StillingerWeber interatomic potential <CITED HERE> , as well as the Tersoff potential.	not used	test
Based on an earlier EDIP potential for silicon <CITED HERE> , carbon EDIP employs an atom-centred bond-order term and a generalised coordination term which captures dihedral rotation and -repulsion.	extended	test
Based on the definition [Eq. ( EQREF1 )], lowering the INLINEFORM4 would be more efficient to boost the ZT merit due to the inversely proportional relation <CITED HERE> .	not used	val
Based on the frame of EAM, Mendelev and his colleagues have identified and optimized the potential parameters three times in 2007 [35] , 2009 <CITED HERE> , and 2016 [47] .	not used	train
Based on the values presented in Table 2 , the force field parameters reported by Singh and co-workers <CITED HERE> show the best correlation with the pyrolysis experimental result; therefore, this parameter set is used for the virtual deformation tests performed in this study.	used	train
Based on these considerations, in calculations we use the interatomic potential of <CITED HERE> , which predicts an accurate stackingfault energy of 44.6 mJ/m 2 for copper.	used	train
Basic experimental studies have demonstrated the existence of both “cleavage cracks”, which are cracks that propagate along low energy crystal planes, such as INLINEFORM0 <CITED HERE> or INLINEFORM1 BIBREF32 in silicon, and smooth cracks BIBREF32 that resemble qualitatively the cracks seen in isotropic materials.	not used	val
Basin Hopping <CITED HERE> that has been shown to provide good agreement to DFT results for small-scale selfinterstitial atom defect clusters in Fe [75] .	not used	test
Because metal and carbon can only form soft bonds via charge transfer from the π electrons in the sp 2 hybridized carbon to the empty 4 s states of metal 38 , we utilized the 12-6 Lennard-Jones (L-J) potential with a well depth ε = 0.0309 eV and size parameter σ = 3.422 Å to describe the Al-C interactions 39 , and a well depth ε = 0.01751 eV and size parameter σ = 3.288 Å was determined by Lorentz-Berthelot combining rules 40, 41 to calculate the Pb-C interactions <CITED HERE> .	used	train
Because of the advantages of anti-blistering, few productions of [32] ; b DFT calculations. [33] ; c Experiments. [34] ; d DFT calculations. [29] ; e DFT calculations. [35] ; f Experiments. <CITED HERE> .The surface energies of three low-index surfaces for Li and Ta were calculated using the slab models with two free surfaces and a 16 Å vacuum-layer.	not used	train
Because of this, we calculate the surface energies for the INLINEFORM0 , INLINEFORM1 and INLINEFORM2 surfaces to be 1242.3, 1352.6, and 1480.5 mJ/m INLINEFORM3 , which are in agreement with the values published by <CITED HERE> .	not used	train
Before the mechanical test, an energy minimization had been finished and the total ensemble had been relaxed efficiently without applied stress at 300 K, using an NVT ensemble (where the number of particles, volume and temperature are constant) and NPT ensemble with zero pressure successively, with AIREBO-morse <CITED HERE> potential (cutoff radius = 2.5 Å).	used	train
Besides, the potential energy for the metal materials is chosen as EAM potential energy and it is expressed as follows <CITED HERE> [30] [31] [32] U = i F j =i ρ(r ij ) + 1 2 j =i V (r ij ) ,(49)where r ij = |x i − x j | is the distance between the i-th and j-th atom,ρ i = j =i ρ(r ij ) is the electron cloud density, V (r ij ) and F (ρ i ) are the pair potential energy and embedded atom energy, respectively.	used	test
Bich et al. [7] performed similar calculations of pair quantities with another high-accuracy pair potential <CITED HERE> .	not used	train
Bond angles extracted from molecular dynamics simulations of pure-amorphous silica (for details of simulations see [43, [78] [79] [80] [81] ) with ∼5000 atoms in the system using Vashishta et al potential [82, <CITED HERE>]. Ring size (n) [82, <CITED HERE>.	not used	train
Boronized and oxidized systems are created by random substitution of carbon atoms to the desired atomic concentrations, estimated by the experiment to be atomic composition of (20, <CITED HERE> 40 ) % for B, C, O respectively.	used	train
Both linear and quadratic kernel are significantly more accurate than a classical Stillinger Weber (SW) potential <CITED HERE> fitted to reproduce the DFTB lattice parameter and bulk modulus BIBREF25 .	not used	train
Both parameter sets have been used in the Fe parts of MEAM potentials for Fe alloys, namely for AlSiMgCuFe by Jelinek et al. <CITED HERE> and for Fe-C by Liyanage et al. BIBREF66 .	not used	train
By applying this alignment method to the well-studied Cu 64.5 Zr 35.5 alloy where the MRO still remains unclear 8, [19] [20] <CITED HERE> , we clearly demonstrate the development of Bergman triacontahedron MRO upon cooling from the liquid state.	not used	train
By assuming small strain and composition-independent isotropic elasticity, the stress-dependent electrochemical potential (more precisely, the diffusion potential of species A inB) can be derived from the general expression (Swaminathan et al., 2007a (Swaminathan et al., , 2007b <CITED HERE> Cui et al., , 2012b ,μ ¼ μ 0 þR g T log c c max À c À V m ησ kk þzFϕ;ð6Þwhere μ 0 is a constant representing the chemical potential at a standard state, R g is the standard gas constant, T is the absolute temperature, c max ¼ x max =V m is the solute concentration corresponding to the saturation state of the solution, z is the effective charge of species A, F is the Faraday constant, and ϕ is the electrostatic potential.	not used	train
CNT based systems have also been extensively studied using empirical potentials (Lennard-Jones, 1931; <CITED HERE> Brenner, 1990; Brenner et al., 2002) which contain parametrized, closed-form expressions for energies between atoms in terms of bond lengths and orientations by taking into account the influence of surrounding atoms within a certain radius of influence.	not used	train
CO 2 is treated as an effective Lennard-Jones (LJ) sphere for which the LJ parameters for the CO 2 -CO 2 interactions are taken from elsewhere <CITED HERE> .	used	val
Calculations are carried on the Large-scale Atomic/Molecular Massively Parallel Simulator (LAMMPS) [32] of Sandia National Laboratories using the LCBOP <CITED HERE> 31] interatomic potential.	used	train
Cao BIBREF54 in his study on shape memory and pseudo-elasticity of INLINEFORM0 100 INLINEFORM1 BCC Fe nanowires has shown that under tensile deformation, the qualitative stress-strain behaviour and deformation by twinning doesn’t vary significantly with Mendelev BIBREF27 and Chamati <CITED HERE> potentials.	not used	train
Cascades in Fe were simulated with the same method, using the Ackland-Mendelev interatomic potential <CITED HERE> .	used	train
Chemo-elasticity problems may arise in a number of technological areas including ionic solids in fuel cells (Swaminathan et al., 2007a,b) , intercalation in batteries (Burch and Bazant, 2009; Bai et al., 2011; Cogswell and Bazant, 2012; <CITED HERE> Cui et al., ,b, 2013a , and the growth of porous biogenic single crystals (Kienzler et al., 2006; Fratzl et al., 2010) , just to name a few.	not used	train
Chenoweth <CITED HERE> /(Mueller BIBREF49 ) parameters provide softer (harder) PG structures than that predicted by DFT.	not used	val
Classical molecular dynamics simulations employing the TersoffBrenner many-body potential <CITED HERE> 25] have been used in this study.	not used	train
Classical molecular dynamics simulations of C 60 impacts on Si have been already carried out by Averback (Hu et al., 2000) using a lower accuracy description of the atomic interaction through a Tersoff potential <CITED HERE> .	not used	train
Colour indicates interfacial energy, γ GB . For all these GBs structural optimization has been performed using empirical potentials [30] [31] [32] [33] <CITED HERE> together with the lammps simulation package 35.	used	train
Common areas of interest with regards to radiation damage simulations have been general damage behavior BIBREF7 , BIBREF8 , BIBREF9 , variations in primary knock-on atom (PKA) energy BIBREF10 , BIBREF11 , BIBREF12 , variations in simulation temperature during irradiation BIBREF3 , BIBREF8 , BIBREF13 , BIBREF14 , BIBREF15 , the behavior and effect of extrinsic particles BIBREF16 , <CITED HERE> , BIBREF18 , BIBREF19 , and the effect of strain BIBREF20 , BIBREF21 , BIBREF22 .	not used	train
Compared with other simpler potentials <CITED HERE>, an additional advantage of the BOP is that it captures property trends of many metastable phases and defects.	not used	test
Components of Stroh tensor H ij for dislocations in typical FCC metals were calculated following anisotropic theory 22 , with elastic constants obtained by molecular statics simulations using embedded-atom-method potential [24] <CITED HERE> [26] for better comparison with MD simulations.	not used	test
Consequently, potential energy and/or force on the high-level Hamiltonian can be accurately estimated for the structural ensemble generated at the low-level Hamiltonian. BIBREF49 , BIBREF50 , BIBREF51 , <CITED HERE> , BIBREF53 , BIBREF54 , BIBREF55 , BIBREF56	not used	train
Considering the fact that few classical potentials including the widely-used Stillinger-Weber 23 and Tersoff <CITED HERE> potentials can accurately reproduce the measured thermal conductivity of bulk Si, it is difficult to directly compare MD results of Si thin films with experimental data.	not used	test
Constructed by [21], the following functional forms have been adopted. <CITED HERE> , H x is the Heaviside unit-step function which gives the cut-off distance of each spline segment, r 1 and R 1 represent the cutoff radii of V and ĭ respectively.6 3 1 2 3 1 k k k k k k k k V r a r r H r r r A R r H R ) ¦ ¦(4)	extended	train
Copper bicrystals containing asymmetric tilt boundaries (ATB) and aluminum bicrystals with low angle twist boundaries (LATB) are modeled with embedded atom method potentials <CITED HERE> 31].	used	test
"DFT and ab-initio-MD data are commonly included in the training sets to develop ""nearly prefect"" force fields to describe not only crystal structures, elastic, and vibration properties but also properties of high-pressure, metastable, liquid, and gas phases, and of different surfaces and interfaces 33, 34, 47, <CITED HERE> 59."	not used	test
DFT and experimental references are obtained from the following authors and supplemented with our own DFT calculations <CITED HERE> [32] [33] [34] [35] [36] [37] [38] [39] .	not used	train
